year,month,habitat,module,plot,trt,spp,percov,comments
2016,JUN,veg,12,12C,C,WOOD,2,
2016,JUN,veg,12,12X,X,DET,4,
2016,JUN,veg,12,12X,X,TRASH,0.5,
2016,JUN,veg,12,12X,X,PELVIR,65,
2016,JUN,veg,12,12X,X,PONCOR,20,
2016,JUN,veg,12,12X,X,NUPADV,14,changed from NUPLUT to NUPADV based on Flora of VA
2016,JUN,veg,12,12X,X,AMACAN,15,
2016,JUN,veg,12,12X,X,PERPUN,20,
2016,JUN,veg,12,12X,X,BIDLAE,0.5,
2016,AUG,veg,1,1C,C,BARE,15,
2016,AUG,veg,1,1C,C,DET,3,
2016,AUG,veg,1,1C,C,TRASH,0.5,
2016,AUG,veg,1,1C,C,NUPADV,80,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,1,1C,C,PONCOR,0.5,seedlings
2016,AUG,veg,1,1X,X,DET,35,
2016,AUG,veg,1,1X,X,ZIZAQU,15,
2016,AUG,veg,1,1X,X,BIDLAE,40,
2016,AUG,veg,1,1X,X,PONCOR,15,
2016,AUG,veg,1,1X,X,PELVIR,20,
2016,AUG,veg,1,1X,X,PERPUN,30,
2016,AUG,veg,1,1X,X,LEEORY,15,
2016,AUG,veg,1,1X,X,AMACAN,2,
2016,AUG,veg,2,2C,C,BARE,100,
2016,AUG,veg,2,2C,C,DET,0.5,
2016,AUG,veg,2,2X,X,SCHTAB,3,
2016,AUG,veg,2,2X,X,BIDLAE,60,
2016,AUG,veg,2,2X,X,PONCOR,45,
2016,AUG,veg,2,2X,X,AMACAN,3,
2016,AUG,veg,2,2X,X,PERPUN,6,
2016,AUG,veg,2,2X,X,ZIZAQU,3,
2016,AUG,veg,2,2X,X,LEEORY,2,
2016,AUG,veg,2,2X,X,,,"2X Comment: most of SCHTAB in exlcosure is on margins, outside of study plot"
2016,AUG,veg,3,3C,C,DET,1,
2016,AUG,veg,3,3C,C,WOOD,5,
2016,AUG,veg,3,3C,C,NUPADV,25,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,3,3C,C,PONCOR,0.5,seedlings
2016,AUG,veg,3,3C,C,BARE,70,based on subtraction
2016,AUG,veg,3,3C,C,,,2C Comment: NUPLUT appears to be acting as a nurse plant for PONCOR seedlings
2016,AUG,veg,3,3X,X,DET,35,
2016,AUG,veg,3,3X,X,TRASH,0.5,
2016,AUG,veg,3,3X,X,TYPLAT,8,
2016,AUG,veg,3,3X,X,AMACAN,8,
2016,AUG,veg,3,3X,X,SAGLAT,70,
2016,AUG,veg,3,3X,X,PERPUN,20,
2016,AUG,veg,3,3X,X,PONCOR,4,
2016,AUG,veg,3,3X,X,BIDLAE,45,
2016,AUG,veg,3,3X,X,PELVIR,10,
2016,AUG,veg,3,3X,X,LEEORY,2,
2016,AUG,veg,3,3X,X,ZIZAQU,1,
2016,AUG,veg,4,4C,C,BARE,99,
2016,AUG,veg,4,4C,C,DET,1,
2016,AUG,veg,4,4X,X,DET,50,
2016,AUG,veg,4,4X,X,TRASH,1,
2016,AUG,veg,4,4X,X,PONCOR,70,
2016,AUG,veg,4,4X,X,PERPUN,15,
2016,AUG,veg,4,4X,X,TYPANG,40,
2016,AUG,veg,4,4X,X,PELVIR,15,
2016,AUG,veg,4,4X,X,BIDLAE,35,
2016,AUG,veg,4,4X,X,LEEORY,7,
2016,AUG,veg,4,4X,X,AMACAN,1,
2016,AUG,veg,7,7C,C,BARE,15,
2016,AUG,veg,7,7C,C,DET,1,
2016,AUG,veg,7,7C,C,ZIZAQU,25,
2016,AUG,veg,7,7C,C,PELVIR,85,
2016,AUG,veg,7,7X,X,BARE,10,
2016,AUG,veg,7,7X,X,DET,4,
2016,AUG,veg,7,7X,X,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,7,7X,X,ZIZAQU,6,
2016,AUG,veg,7,7X,X,PONCOR,5,
2016,AUG,veg,7,7X,X,PELVIR,80,
2016,AUG,veg,7,7X,X,PERPUN,2,
2016,AUG,veg,7,7X,X,,,"7X Comment: cluster of wasps on NUPLUT lvs near gate; Cairn got stung 3 times; Sam Droege identified as paper wasps using our photos; went back next day to read plot, wasps were gone"
2016,AUG,veg,8,8C,C,BARE,20,
2016,AUG,veg,8,8C,C,DET,3,
2016,AUG,veg,8,8C,C,PELVIR,80,
2016,AUG,veg,8,8X,X,BARE,10,
2016,AUG,veg,8,8X,X,TRASH,4,
2016,AUG,veg,8,8X,X,ZIZAQU,8,
2016,AUG,veg,8,8X,X,PELVIR,85,
2016,AUG,veg,8,8X,X,PERPUN,4,
2016,AUG,veg,11,11C,C,BARE,25,
2016,AUG,veg,11,11C,C,DET,4,
2016,AUG,veg,11,11C,C,ZIZAQU,20,
2016,AUG,veg,11,11C,C,NUPADV,70,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,11,11X,X,BARE,1,
2016,AUG,veg,11,11X,X,DET,6,
2016,AUG,veg,11,11X,X,ZIZAQU,35,
2016,AUG,veg,11,11X,X,AMACAN,15,
2016,AUG,veg,11,11X,X,PELVIR,15,
2016,AUG,veg,11,11X,X,BIDLAE,20,
2016,AUG,veg,11,11X,X,PERPUN,20,
2016,AUG,veg,11,11X,X,PERARI,1,
2016,AUG,veg,11,11X,X,PONCOR,30,
2016,AUG,veg,12,12C,C,BARE,10,
2016,AUG,veg,12,12C,C,DET,2,
2016,AUG,veg,12,12C,C,TRASH,0.5,
2016,AUG,veg,12,12C,C,WOOD,3,
2016,AUG,veg,12,12C,C,NUPADV,85,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,12,12X,X,BARE,5,
2016,AUG,veg,12,12X,X,DET,6,
2016,AUG,veg,12,12X,X,AMACAN,15,
2016,AUG,veg,12,12X,X,ZIZAQU,2,
2016,AUG,veg,12,12X,X,PERPUN,30,
2016,AUG,veg,12,12X,X,NUPADV,11,changed from NUPLUT to NUPADV based on Flora of VA
2016,AUG,veg,12,12X,X,BIDLAE,2,
2016,AUG,veg,12,12X,X,PONCOR,20,
2016,AUG,veg,12,12X,X,PERHYD,1,
2016,AUG,veg,12,12X,X,PELVIR,35,
2017,JUN,veg,1,1C,C,BARE,5,
2017,JUN,veg,1,1C,C,DET,1,
2017,JUN,veg,1,1C,C,TRASH,0.5,
2017,JUN,veg,1,1C,C,NUPADV,95,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,1,1C,C,WOOD,2,
2017,JUN,veg,1,1C,C,FEATHR,0.5,
2017,JUN,veg,1,1X,X,BARE,1,
2017,JUN,veg,1,1X,X,DET,60,
2017,JUN,veg,1,1X,X,PELVIR,50,
2017,JUN,veg,1,1X,X,PONCOR,35,
2017,JUN,veg,1,1X,X,AMACAN,2,
2017,JUN,veg,1,1X,X,PERPUN,15,
2017,JUN,veg,1,1X,X,BIDLAE,25,
2017,JUN,veg,1,1X,X,LEEORY,1,
2017,JUN,veg,1,1X,X,WOOD,1,
2017,JUN,veg,1,1X,X,,,1X Comment: some herbivory of inidividual BIDLAE seedlings within study plot; herbivory pattern does not match that of adult goose
2017,JUN,veg,2,2C,C,BARE,100,
2017,JUN,veg,2,2C,C,DET,0.5,
2017,JUN,veg,2,2X,X,DET,30,
2017,JUN,veg,2,2X,X,TRASH,0.1,
2017,JUN,veg,2,2X,X,SCHTAB,3,
2017,JUN,veg,2,2X,X,PONCOR,75,
2017,JUN,veg,2,2X,X,BIDLAE,1,
2017,JUN,veg,2,2X,X,AMACAN,0.1,
2017,JUN,veg,2,2X,X,PERPUN,0.1,changed from PERSPP to PERPUN based on August sampling ck 16aug17
2017,JUN,veg,2,2X,X,,,"2X Comment: fairly open, lots of dead BIDLAE in study plot"
2017,JUN,veg,3,3C,C,BARE,65,
2017,JUN,veg,3,3C,C,DET,0.5,
2017,JUN,veg,3,3C,C,TRASH,0.1,
2017,JUN,veg,3,3C,C,NUPADV,35,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,3,3C,C,ZIZAQU,0.1,seedling
2017,JUN,veg,3,3X,X,DET,15,
2017,JUN,veg,3,3X,X,TRASH,0.5,
2017,JUN,veg,3,3X,X,TYPLAT,6,
2017,JUN,veg,3,3X,X,SAGLAT,30,
2017,JUN,veg,3,3X,X,LEEORY,0.5,
2017,JUN,veg,3,3X,X,PELVIR,55,
2017,JUN,veg,3,3X,X,PONCOR,6,
2017,JUN,veg,3,3X,X,BIDLAE,8,
2017,JUN,veg,3,3X,X,PERPUN,2,
2017,JUN,veg,3,3X,X,AMACAN,0.5,
2017,JUN,veg,3,3X,X,WOOD,0.5,
2017,JUN,veg,3,3X,X,,,"3X Comment: some herbivory inside exclosure along edge plus some in study plot, mostly BIDLAE nipped off; pattern of herbivory does not match that for adult goose; possibly a gosling?"
2017,JUN,veg,4,4C,C,BARE,85,
2017,JUN,veg,4,4C,C,DET,3,
2017,JUN,veg,4,4C,C,TRASH,2,
2017,JUN,veg,4,4C,C,WOOD,12,
2017,JUN,veg,4,4C,C,TYPANG,2,
2017,JUN,veg,4,4C,C,PERPUN,0.1,changed from PERSPP to PERPUN based on August sampling ck 16aug17
2017,JUN,veg,4,4X,X,DET,20,
2017,JUN,veg,4,4X,X,TRASH,2,
2017,JUN,veg,4,4X,X,TYPANG,55,
2017,JUN,veg,4,4X,X,PONCOR,25,
2017,JUN,veg,4,4X,X,PELVIR,65,
2017,JUN,veg,4,4X,X,BIDLAE,0.5,
2017,JUN,veg,4,4X,X,PERSPP,0.5,
2017,JUN,veg,4,4X,X,WOOD,1,
2017,JUN,veg,4,4X,X,,,"4X Comment: separation between male & female parts on inflor of some of Typha plants in exclosure (cm): 2, 2.5, 2.2, 3, 5.5, 3"
2017,JUN,veg,7,7C,C,BARE,1,
2017,JUN,veg,7,7C,C,DET,1,
2017,JUN,veg,7,7C,C,PELVIR,99,
2017,JUN,veg,7,7X,X,DET,2,
2017,JUN,veg,7,7X,X,TRASH,1,
2017,JUN,veg,7,7X,X,PELVIR,100,
2017,JUN,veg,7,7X,X,PONCOR,4,
2017,JUN,veg,7,7X,X,AMACAN,1,
2017,JUN,veg,8,8C,C,BARE,2,
2017,JUN,veg,8,8C,C,DET,1,
2017,JUN,veg,8,8C,C,TRASH,1,
2017,JUN,veg,8,8C,C,PELVIR,98,
2017,JUN,veg,8,8X,X,DET,2,
2017,JUN,veg,8,8X,X,PELVIR,100,
2017,JUN,veg,8,8X,X,PONCOR,2,
2017,JUN,veg,11,11C,C,DET,3,
2017,JUN,veg,11,11C,C,TRASH,1,
2017,JUN,veg,11,11C,C,WOOD,1,
2017,JUN,veg,11,11C,C,NUPADV,97,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,11,11X,X,BARE,1,
2017,JUN,veg,11,11X,X,DET,20,
2017,JUN,veg,11,11X,X,PELVIR,96,
2017,JUN,veg,11,11X,X,PONCOR,8,
2017,JUN,veg,11,11X,X,BIDLAE,10,
2017,JUN,veg,11,11X,X,PERPUN,12,
2017,JUN,veg,11,11X,X,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,11,11X,X,ZIZAQU,0.5,
2017,JUN,veg,11,11X,X,PERARI,1,
2017,JUN,veg,11,11X,X,,,"11X Comment: lots of bird droppings on leaves both inside and outside of exclosure, looks like result of birds perching on exclosure fence"
2017,JUN,veg,12,12C,C,BARE,20,
2017,JUN,veg,12,12C,C,DET,3,
2017,JUN,veg,12,12C,C,TRASH,0.1,
2017,JUN,veg,12,12C,C,BIDLAE,0.5,
2017,JUN,veg,12,12C,C,PERPUN,1,
2017,JUN,veg,12,12C,C,NUPADV,80,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,12,12C,C,ZIZAQU,0.1,
2017,JUN,veg,12,12X,X,BARE,1,
2017,JUN,veg,12,12X,X,DET,12,
2017,JUN,veg,12,12X,X,NUPADV,25,changed from NUPLUT to NUPADV based on Flora of VA
2017,JUN,veg,12,12X,X,PELVIR,75,
2017,JUN,veg,12,12X,X,PONCOR,20,
2017,JUN,veg,12,12X,X,BIDLAE,7,
2017,JUN,veg,12,12X,X,PERPUN,5,
2017,JUN,veg,12,12X,X,WOOD,1,
2017,AUG,veg,1,1C,C,BARE,5,
2017,AUG,veg,1,1C,C,DET,2,
2017,AUG,veg,1,1C,C,TRASH,0.1,
2017,AUG,veg,1,1C,C,NUPADV,95,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,1,1X,X,BARE,3,
2017,AUG,veg,1,1X,X,DET,50,
2017,AUG,veg,1,1X,X,PONCOR,70,
2017,AUG,veg,1,1X,X,PELVIR,35,
2017,AUG,veg,1,1X,X,LEEORY,6,
2017,AUG,veg,1,1X,X,PERPUN,8,
2017,AUG,veg,1,1X,X,BIDLAE,1,
2017,AUG,veg,1,1X,X,ZIZAQU,0.5,
2017,AUG,veg,1,1X,X,AMACAN,2,
2017,AUG,veg,2,2C,C,BARE,100,
2017,AUG,veg,2,2C,C,DET,0.5,
2017,AUG,veg,2,2X,X,BARE,2,
2017,AUG,veg,2,2X,X,DET,60,
2017,AUG,veg,2,2X,X,SCHTAB,4,
2017,AUG,veg,2,2X,X,PONCOR,85,
2017,AUG,veg,2,2X,X,LEEORY,0.1,
2017,AUG,veg,2,2X,X,PERPUN,0.5,
2017,AUG,veg,2,2X,X,ZIZAQU,1,
2017,AUG,veg,2,2X,X,BIDLAE,2,
2017,AUG,veg,3,3C,C,BARE,30,
2017,AUG,veg,3,3C,C,DET,4,
2017,AUG,veg,3,3C,C,TRASH,1,
2017,AUG,veg,3,3C,C,NUPADV,65,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,3,3C,C,WOOD,2,
2017,AUG,veg,3,3X,X,BARE,2,
2017,AUG,veg,3,3X,X,DET,65,
2017,AUG,veg,3,3X,X,TRASH,3,
2017,AUG,veg,3,3X,X,TYPLAT,15,
2017,AUG,veg,3,3X,X,PONCOR,20,
2017,AUG,veg,3,3X,X,SAGLAT,25,
2017,AUG,veg,3,3X,X,AMACAN,2,
2017,AUG,veg,3,3X,X,LEEORY,2,
2017,AUG,veg,3,3X,X,BIDLAE,2,
2017,AUG,veg,3,3X,X,PERPUN,0.1,
2017,AUG,veg,3,3X,X,PELVIR,30,
2017,AUG,veg,4,4C,C,BARE,40,
2017,AUG,veg,4,4C,C,DET,6,
2017,AUG,veg,4,4C,C,TRASH,2,
2017,AUG,veg,4,4C,C,ZIZAQU,2,
2017,AUG,veg,4,4C,C,TYPANG,45,"going w/ TYPANG based on June decision; may contain T. glauca, but not separating out the hybrid"
2017,AUG,veg,4,4C,C,PERPUN,0.5,
2017,AUG,veg,4,4C,C,WOOD,11,
2017,AUG,veg,4,4X,X,BARE,2,
2017,AUG,veg,4,4X,X,DET,40,
2017,AUG,veg,4,4X,X,TRASH,1,
2017,AUG,veg,4,4X,X,TYPANG,55,
2017,AUG,veg,4,4X,X,PONCOR,65,
2017,AUG,veg,4,4X,X,PELVIR,25,
2017,AUG,veg,4,4X,X,WOOD,3,
2017,AUG,veg,4,,,,,"Module 4 Comments: ZIZAQU growing betw excl & fence, mixed in w/ Typha, unfenced"
2017,AUG,veg,7,7C,C,BARE,15,
2017,AUG,veg,7,7C,C,DET,1,
2017,AUG,veg,7,7C,C,PELVIR,85,
2017,AUG,veg,7,7X,X,BARE,9,
2017,AUG,veg,7,7X,X,DET,4,
2017,AUG,veg,7,7X,X,TRASH,2,
2017,AUG,veg,7,7X,X,NUPADV,6,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,7,7X,X,PELVIR,80,
2017,AUG,veg,7,7X,X,PONCOR,7,
2017,AUG,veg,7,7X,X,PERPUN,0.1,
2017,AUG,veg,7,,,,,"Module 7 Comments: PELVIR infected/large brown spots in both excl & Control; PONCOR has some small brown spots, looks different from PELVIR"
2017,AUG,veg,8,8C,C,BARE,35,
2017,AUG,veg,8,8C,C,DET,2,
2017,AUG,veg,8,8C,C,PELVIR,65,
2017,AUG,veg,8,8X,X,BARE,20,
2017,AUG,veg,8,8X,X,DET,7,
2017,AUG,veg,8,8X,X,PONCOR,0.5,
2017,AUG,veg,8,8X,X,PONCOR,4,
2017,AUG,veg,8,8X,X,PELVIR,75,
2017,AUG,veg,8,8X,X,LEEORY,2,
2017,AUG,veg,8,,,,,"Module 8 Comments: Some, but not all, of PELVIR infected in both excl & control"
2017,AUG,veg,11,11C,C,BARE,15,
2017,AUG,veg,11,11C,C,DET,1,
2017,AUG,veg,11,11C,C,NUPADV,85,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,11,11C,C,WOOD,8,some of the cover is elevated
2017,AUG,veg,11,11X,X,BARE,8,
2017,AUG,veg,11,11X,X,DET,6,
2017,AUG,veg,11,11X,X,PELVIR,45,
2017,AUG,veg,11,11X,X,PONCOR,45,
2017,AUG,veg,11,11X,X,BIDLAE,5,
2017,AUG,veg,11,11X,X,PERPUN,2,
2017,AUG,veg,11,11X,X,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,11,11X,X,ZIZAQU,2,
2017,AUG,veg,11,11X,X,AMACAN,4,
2017,AUG,veg,11,11X,X,PERARI,1,
2017,AUG,veg,12,12C,C,BARE,25,
2017,AUG,veg,12,12C,C,DET,0.5,
2017,AUG,veg,12,12C,C,TRASH,0.5,
2017,AUG,veg,12,12C,C,NUPADV,75,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,12,12C,C,PERPUN,1,
2017,AUG,veg,12,12X,X,BARE,15,
2017,AUG,veg,12,12X,X,DET,2,
2017,AUG,veg,12,12X,X,NUPADV,20,changed from NUPLUT to NUPADV based on Flora of VA
2017,AUG,veg,12,12X,X,PELVIR,30,
2017,AUG,veg,12,12X,X,PONCOR,35,
2017,AUG,veg,12,12X,X,BIDLAE,6,
2017,AUG,veg,12,12X,X,WOOD,2,
2018,JUN,veg,1,1C,C,BARE,4,
2018,JUN,veg,1,1C,C,DET,2,
2018,JUN,veg,1,1C,C,TRASH,1,
2018,JUN,veg,1,1C,C,WOOD,3,
2018,JUN,veg,1,1C,C,PERSPP,0.1,
2018,JUN,veg,1,1C,C,NUPADV,95,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,1,1X,X,BARE,3,
2018,JUN,veg,1,1X,X,DET,40,
2018,JUN,veg,1,1X,X,TRASH,0.1,
2018,JUN,veg,1,1X,X,PELVIR,40,
2018,JUN,veg,1,1X,X,PONCOR,55,
2018,JUN,veg,1,1X,X,AMACAN,1,
2018,JUN,veg,1,1X,X,PERPUN,14,
2018,JUN,veg,1,1X,X,ZIZAQU,1,
2018,JUN,veg,1,1X,X,BIDLAE,2,
2018,JUN,veg,1,1X,X,LEEORY,0.5,
2018,JUN,veg,2,2C,C,BARE,99,
2018,JUN,veg,2,2C,C,DET,0.1,
2018,JUN,veg,2,2C,C,PERSPP,0.5,
2018,JUN,veg,2,2C,C,PELVIR,0.5,seedlings
2018,JUN,veg,2,2X,X,BARE,2,
2018,JUN,veg,2,2X,X,DET,60,
2018,JUN,veg,2,2X,X,TRASH,0.5,
2018,JUN,veg,2,2X,X,SCHTAB,3,
2018,JUN,veg,2,2X,X,PONCOR,55,
2018,JUN,veg,2,2X,X,PERPUN,25,
2018,JUN,veg,2,2X,X,AMACAN,5,
2018,JUN,veg,2,2X,X,PELVIR,4,
2018,JUN,veg,2,2X,X,BIDLAE,4,
2018,JUN,veg,2,2X,X,,,"Plot 2X Comment: only 1 functional latch, replace 1 in August"
2018,JUN,veg,2,,,,,Module 2 Comment: Marsh smells like crap.
2018,JUN,veg,3,3C,C,BARE,30,
2018,JUN,veg,3,3C,C,DET,6,
2018,JUN,veg,3,3C,C,TRASH,5,
2018,JUN,veg,3,3C,C,WOOD,9,
2018,JUN,veg,3,3C,C,NUPADV,65,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,3,3C,C,PERSPP,0.5,
2018,JUN,veg,3,3X,X,BARE,3,
2018,JUN,veg,3,3X,X,DET,55,
2018,JUN,veg,3,3X,X,TRASH,1,
2018,JUN,veg,3,3X,X,TYPLAT,25,
2018,JUN,veg,3,3X,X,PONCOR,13,
2018,JUN,veg,3,3X,X,PELVIR,45,
2018,JUN,veg,3,3X,X,SAGLAT,5,
2018,JUN,veg,3,3X,X,PERPUN,3,
2018,JUN,veg,3,3X,X,AMACAN,0.5,
2018,JUN,veg,3,3X,X,,,Plot 3X Comments: Typha no separation between male & female parts
2018,JUN,veg,4,4C,C,BARE,5,
2018,JUN,veg,4,4C,C,DET,30,
2018,JUN,veg,4,4C,C,TRASH,12,
2018,JUN,veg,4,4C,C,WOOD,7,
2018,JUN,veg,4,4C,C,TYPANG,85,
2018,JUN,veg,4,4X,X,BARE,1,
2018,JUN,veg,4,4X,X,DET,40,
2018,JUN,veg,4,4X,X,TRASH,2,
2018,JUN,veg,4,4X,X,PERPUN,0.5,
2018,JUN,veg,4,4X,X,PELVIR,30,
2018,JUN,veg,4,4X,X,PONCOR,10,
2018,JUN,veg,4,4X,X,TYPANG,75,
2018,JUN,veg,4,4X,X,WOOD,2,
2018,JUN,veg,7,7C,C,BARE,10,
2018,JUN,veg,7,7C,C,DET,2,
2018,JUN,veg,7,7C,C,TRASH,0.5,
2018,JUN,veg,7,7C,C,PELVIR,90,
2018,JUN,veg,7,7C,C,PONCOR,0.5,
2018,JUN,veg,7,7X,X,BARE,2,
2018,JUN,veg,7,7X,X,DET,1,
2018,JUN,veg,7,7X,X,PONCOR,3,
2018,JUN,veg,7,7X,X,PELVIR,98,
2018,JUN,veg,7,7X,X,LEEORY,0.5,
2018,JUN,veg,7,7X,X,ZIZAQU,0.5,
2018,JUN,veg,8,8C,C,BARE,3,
2018,JUN,veg,8,8C,C,DET,1,
2018,JUN,veg,8,8C,C,PELVIR,97,
2018,JUN,veg,8,8C,C,ZIZAQU,3,
2018,JUN,veg,8,8C,C,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,8,8X,X,DET,2,
2018,JUN,veg,8,8X,X,ZIZAQU,0.5,
2018,JUN,veg,8,8X,X,PELVIR,98,
2018,JUN,veg,8,8X,X,NUPADV,7,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,8,8X,X,PONCOR,2,
2018,JUN,veg,11,11C,C,BARE,2,
2018,JUN,veg,11,11C,C,DET,1,
2018,JUN,veg,11,11C,C,NUPADV,98,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,11,11C,C,ZIZAQU,0.5,
2018,JUN,veg,11,11X,X,BARE,2,
2018,JUN,veg,11,11X,X,DET,3,
2018,JUN,veg,11,11X,X,TRASH,0.5,
2018,JUN,veg,11,11X,X,PELVIR,98,
2018,JUN,veg,11,11X,X,AMACAN,2,
2018,JUN,veg,11,11X,X,PERPUN,9,
2018,JUN,veg,11,11X,X,NUPADV,1,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,11,11X,X,PERARI,0.5,
2018,JUN,veg,12,12C,C,BARE,45,
2018,JUN,veg,12,12C,C,DET,1,
2018,JUN,veg,12,12C,C,NUPADV,55,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,12,12X,X,BARE,1,
2018,JUN,veg,12,12X,X,DET,3,
2018,JUN,veg,12,12X,X,PELVIR,85,
2018,JUN,veg,12,12X,X,PONCOR,8,
2018,JUN,veg,12,12X,X,NUPADV,30,changed from NUPLUT to NUPADV based on Flora of VA
2018,JUN,veg,12,12X,X,AMACAN,1,
2018,JUN,veg,12,12X,X,PERPUN,10,
2018,JUN,veg,12,12X,X,IMPCAP,2,
2018,AUG,veg,1,1C,C,BARE,20,
2018,AUG,veg,1,1C,C,DET,1,
2018,AUG,veg,1,1C,C,TRASH,3,
2018,AUG,veg,1,1C,C,WOOD,3,
2018,AUG,veg,1,1C,C,NUPADV,80,
2018,AUG,veg,1,1X,X,BARE,6,
2018,AUG,veg,1,1X,X,DET,5,
2018,AUG,veg,1,1X,X,TRASH,2,
2018,AUG,veg,1,1X,X,LEEORY,1,
2018,AUG,veg,1,1X,X,ZIZAQU,4,
2018,AUG,veg,1,1X,X,PONCOR,40,"showing dieback--some mostly brown, some with brown streaks & spots"
2018,AUG,veg,1,1X,X,PELVIR,30,
2018,AUG,veg,1,1X,X,PERPUN,30,
2018,AUG,veg,1,1X,X,AMACAN,3,
2018,AUG,veg,2,2C,C,BARE,100,
2018,AUG,veg,2,2C,C,DET,0.1,
2018,AUG,veg,2,2C,C,TRASH,0.1,
2018,AUG,veg,2,2X,X,DET,4,
2018,AUG,veg,2,2X,X,ZIZAQU,4,
2018,AUG,veg,2,2X,X,AMACAN,20,
2018,AUG,veg,2,2X,X,PONCOR,50,
2018,AUG,veg,2,2X,X,PELVIR,9,
2018,AUG,veg,2,2X,X,PERPUN,40,
2018,AUG,veg,2,2X,X,BIDLAE,4,
2018,AUG,veg,2,2X,X,SCHTAB,1,
2018,AUG,veg,3,3C,C,BARE,30,
2018,AUG,veg,3,3C,C,DET,2,
2018,AUG,veg,3,3C,C,TRASH,1,
2018,AUG,veg,3,3C,C,WOOD,8,
2018,AUG,veg,3,3C,C,NUPADV,70,
2018,AUG,veg,3,3X,X,BARE,3,
2018,AUG,veg,3,3X,X,DET,11,
2018,AUG,veg,3,3X,X,TRASH,4,
2018,AUG,veg,3,3X,X,TYPLAT,20,
2018,AUG,veg,3,3X,X,PERPUN,11,
2018,AUG,veg,3,3X,X,PELVIR,35,
2018,AUG,veg,3,3X,X,PONCOR,25,
2018,AUG,veg,3,3X,X,SAGLAT,2,
2018,AUG,veg,3,3X,X,BIDLAE,2,
2018,AUG,veg,3,3X,X,WOOD,1,
2018,AUG,veg,4,4C,C,BARE,1,
2018,AUG,veg,4,4C,C,DET,5,
2018,AUG,veg,4,4C,C,TRASH,11,
2018,AUG,veg,4,4C,C,BIDLAE,1,
2018,AUG,veg,4,4C,C,TYPANG,98,
2018,AUG,veg,4,4C,C,WOOD,6,
2018,AUG,veg,4,4X,X,BARE,3,
2018,AUG,veg,4,4X,X,DET,15,
2018,AUG,veg,4,4X,X,TRASH,1,
2018,AUG,veg,4,4X,X,TYPANG,75,
2018,AUG,veg,4,4X,X,PONCOR,25,
2018,AUG,veg,4,4X,X,PELVIR,25,
2018,AUG,veg,7,7C,C,BARE,1,
2018,AUG,veg,7,7C,C,DET,1,
2018,AUG,veg,7,7C,C,ZIZAQU,40,
2018,AUG,veg,7,7C,C,PELVIR,95,
2018,AUG,veg,7,7C,C,NUPADV,2,
2018,AUG,veg,7,7X,X,BARE,3,
2018,AUG,veg,7,7X,X,DET,2,
2018,AUG,veg,7,7X,X,TRASH,1,
2018,AUG,veg,7,7X,X,ZIZAQU,3,"looks like protected by surrounding NUPADV, which has increased over time."
2018,AUG,veg,7,7X,X,PELVIR,80,
2018,AUG,veg,7,7X,X,NUPADV,20,"some of NUPADV on that side of ""finger"" were chewed"
2018,AUG,veg,7,7X,X,PHRAUS,1,
2018,AUG,veg,7,7X,X,PONCOR,2,
2018,AUG,veg,8,8C,C,BARE,4,
2018,AUG,veg,8,8C,C,DET,1,
2018,AUG,veg,8,8C,C,TRASH,1,
2018,AUG,veg,8,8C,C,PELVIR,96,
2018,AUG,veg,8,8X,X,BARE,5,
2018,AUG,veg,8,8X,X,DET,2,
2018,AUG,veg,8,8X,X,TRASH,1,
2018,AUG,veg,8,8X,X,PELVIR,90,
2018,AUG,veg,8,8X,X,PONCOR,10,
2018,AUG,veg,8,8X,X,LEEORY,1,
2018,AUG,veg,8,8X,X,ZIZAQU,1,
2018,AUG,veg,11,11C,C,BARE,30,
2018,AUG,veg,11,11C,C,DET,1,
2018,AUG,veg,11,11C,C,TRASH,1,
